CLASS_KEY,LESSON_KEY,STUDENT_KEY,QUIZ_KEY,QuestionNumber,Question,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,CorrectAnswers,TimeAllottedtoAnswer(seconds),Player,Answer,Correct/Incorrect,Correct,Incorrect,Score
CLS022,AWS01L02,SD370,AWS01L02Q5,Q5,A characteristic of edge locations is that they:,Cache frequently changing data without reaching the origin server,Host Amazon EC2 instances closer to user,Help lower latency and improve performance for users,Refresh data changes daily,,,Help lower latency and improve performance for users,20,Hooinspq1,Cache frequently changing data without reaching the origin server,Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q5,Q5,A characteristic of edge locations is that they:,Cache frequently changing data without reaching the origin server,Host Amazon EC2 instances closer to user,Help lower latency and improve performance for users,Refresh data changes daily,,,Help lower latency and improve performance for users,20,Khoinhnn10,Help lower latency and improve performance for users,Correct,1,0,648
CLS022,AWS01L02,SD364,AWS01L02Q5,Q5,A characteristic of edge locations is that they:,Cache frequently changing data without reaching the origin server,Host Amazon EC2 instances closer to user,Help lower latency and improve performance for users,Refresh data changes daily,,,Help lower latency and improve performance for users,20,Minhnn30,Cache frequently changing data without reaching the origin server,Incorrect,0,1,0
CLS022,AWS01L02,SD365,AWS01L02Q5,Q5,A characteristic of edge locations is that they:,Cache frequently changing data without reaching the origin server,Host Amazon EC2 instances closer to user,Help lower latency and improve performance for users,Refresh data changes daily,,,Help lower latency and improve performance for users,20,Troinsnk1,Cache frequently changing data without reaching the origin server,Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q5,Q5,A characteristic of edge locations is that they:,Cache frequently changing data without reaching the origin server,Host Amazon EC2 instances closer to user,Help lower latency and improve performance for users,Refresh data changes daily,,,Help lower latency and improve performance for users,20,thuydt50,Cache frequently changing data without reaching the origin server,Incorrect,0,1,0
CLS022,AWS01L02,SD369,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,soimmt,Use the Scrum development process,Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,Hoinsst,Implement elasticity,Correct,1,0,556
CLS022,AWS01L02,SD367,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,hoivtt15,Implement elasticity,Correct,1,0,684
CLS022,AWS01L02,SD370,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,Hooinspq1,Implement elasticity,Correct,1,0,862
CLS022,AWS01L02,SD372,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,Khoinhnn10,Implement elasticity,Correct,1,0,657
CLS022,AWS01L02,SD364,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,Minhnn30,Implement elasticity,Correct,1,0,756
CLS022,AWS01L02,SD365,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,Troinsnk1,Implement elasticity,Correct,1,0,662
CLS022,AWS01L02,SD368,AWS01L02Q6,Q6,"When architecting cloud application, which of the following are a key design principle?",Provision capacity for peak load,Implement elasticity,Use the largest instance possible,Use the Scrum development process,,,Implement elasticity,20,thuydt50,Implement elasticity,Correct,1,0,704
CLS022,AWS01L02,SD369,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,soimmt,Regions contain Availability Zone,Correct,1,0,746
CLS022,AWS01L02,SD366,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,Hoinsst,Regions contain Availability Zone,Correct,1,0,777
CLS022,AWS01L02,SD367,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,hoivtt15,Regions contain Availability Zone,Correct,1,0,891
CLS022,AWS01L02,SD370,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,Hooinspq1,Availibity Zone contain edge location,Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,Khoinhnn10,Regions contain Availability Zone,Correct,1,0,869
CLS022,AWS01L02,SD364,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,Minhnn30,Regions contain Availability Zone,Correct,1,0,929
CLS022,AWS01L02,SD365,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,Troinsnk1,Availibity Zone contain edge location,Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q7,Q7,"Which of the following is a correct relationship between regions, Availability Zone and edge locations?",Edge locations contain regions,Data centers contain regions,Regions contain Availability Zone,Availibity Zone contain edge location,,,Regions contain Availability Zone,30,thuydt50,Regions contain Availability Zone,Correct,1,0,867
CLS022,AWS01L02,SD369,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,soimmt,It is solely the responsibility of AWS,Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,Hoinsst,It shared between AWS and the customer,Correct,1,0,747
CLS022,AWS01L02,SD367,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,hoivtt15,It shared between AWS and the customer,Correct,1,0,844
CLS022,AWS01L02,SD370,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,Hooinspq1,It is solely the responsibility of AWS,Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,Khoinhnn10,It shared between AWS and the customer,Correct,1,0,638
CLS022,AWS01L02,SD364,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,Minhnn30,It shared between AWS and the customer,Correct,1,0,941
CLS022,AWS01L02,SD365,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,Troinsnk1,It is solely the responsibility of the customer,Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q8,Q8,"According to the AWS shared responsibility model, who is responsible for configuration management?",It is not part of the AWS shared responsibility model,It is solely the responsibility of the customer,It is solely the responsibility of AWS,It shared between AWS and the customer,,,It shared between AWS and the customer,30,thuydt50,It shared between AWS and the customer,Correct,1,0,705
CLS022,AWS01L02,SD369,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,soimmt,Design for cost optimization,Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,Hoinsst,Design for cost optimization,Incorrect,0,1,0
CLS022,AWS01L02,SD367,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,hoivtt15,Perform operation as code,Incorrect,0,1,0
CLS022,AWS01L02,SD370,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,Hooinspq1,Ability to recover from failure,Correct,1,0,807
CLS022,AWS01L02,SD372,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,Khoinhnn10,Ability to recover from failure,Correct,1,0,613
CLS022,AWS01L02,SD364,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,Minhnn30,Ability to recover from failure,Correct,1,0,899
CLS022,AWS01L02,SD365,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,Troinsnk1,Ability to recover from failure,Correct,1,0,801
CLS022,AWS01L02,SD368,AWS01L02Q9,Q9,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Perform operation as code,Ability to recover from failure,Deployment to a single Avaibility Zone,Design for cost optimization,,,Ability to recover from failure,20,thuydt50,Ability to recover from failure,Correct,1,0,623
CLS022,AWS01L02,SD369,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,soimmt,"Pay-as-you-go pricing, Elasticity",Correct,1,0,1184
CLS022,AWS01L02,SD366,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,Hoinsst,"Pay-as-you-go pricing, High availbility",Incorrect,0,1,0
CLS022,AWS01L02,SD367,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,hoivtt15,"Pay-as-you-go pricing, Elasticity",Correct,1,0,1264
CLS022,AWS01L02,SD370,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,Hooinspq1,"Share security model, Elasticity",Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,Khoinhnn10,"Pay-as-you-go pricing, Elasticity",Correct,1,0,1458
CLS022,AWS01L02,SD364,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,Minhnn30,"Pay-as-you-go pricing, Elasticity",Correct,1,0,1644
CLS022,AWS01L02,SD365,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,Troinsnk1,Pay-as-you-go pricing,Incorrect,0,1,752
CLS022,AWS01L02,SD368,AWS01L02Q10,Q10,Which AWS characteristics make AWS cost effective for a workload with dynamic user demand?,Pay-as-you-go pricing,Share security model,Elasticity,High availbility,,,"Pay-as-you-go pricing, Elasticity",20,thuydt50,"Pay-as-you-go pricing, Elasticity",Correct,1,0,1496
CLS022,AWS01L02,SD369,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,soimmt,Ensuring that network cables are category six or higher,Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,Hoinsst,Ensuring that data is encrypted at rest.,Correct,1,0,834
CLS022,AWS01L02,SD367,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,hoivtt15,Ensuring that data is encrypted at rest.,Correct,1,0,582
CLS022,AWS01L02,SD370,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,Hooinspq1,Ensuring that disk drives are wiped after use,Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,Khoinhnn10,Ensuring that firmware is updated on hardware devices,Incorrect,0,1,0
CLS022,AWS01L02,SD364,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,Minhnn30,Ensuring that data is encrypted at rest.,Correct,1,0,953
CLS022,AWS01L02,SD365,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,Troinsnk1,Ensuring that network cables are category six or higher,Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q11,Q11,"Under the shared responsibility model, which of the following is the customer responsible for?",Ensuring that disk drives are wiped after use,Ensuring that firmware is updated on hardware devices,Ensuring that data is encrypted at rest.,Ensuring that network cables are category six or higher,,,Ensuring that data is encrypted at rest.,30,thuydt50,Ensuring that disk drives are wiped after use,Incorrect,0,1,0
CLS022,AWS01L02,SD369,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,soimmt,Physical security,Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,Hoinsst,Physical security,Incorrect,0,1,0
CLS022,AWS01L02,SD367,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,hoivtt15,Patching network infrastructure,Incorrect,0,1,0
CLS022,AWS01L02,SD370,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,Hooinspq1,Patching network infrastructure,Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,Khoinhnn10,Patching Amazon EC2 instances,Correct,1,0,1608
CLS022,AWS01L02,SD364,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,Minhnn30,Patching Amazon EC2 instances,Correct,1,0,1794
CLS022,AWS01L02,SD365,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,Troinsnk1,Patching network infrastructure,Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q12,Q12,Which of the following is the customer’s responsibility under the AWS shared responsibility model,Patching underlying infrastructure,Physical security,Patching Amazon EC2 instances,Patching network infrastructure,,,Patching Amazon EC2 instances,20,thuydt50,Patching Amazon EC2 instances,Correct,1,0,1638
CLS022,AWS01L02,SD369,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,soimmt,Design for failure,Correct,1,0,625
CLS022,AWS01L02,SD366,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,Hoinsst,Implement elasticity,Incorrect,0,1,0
CLS022,AWS01L02,SD367,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,hoivtt15,Implement elasticity,Incorrect,0,1,0
CLS022,AWS01L02,SD370,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,Hooinspq1,Design for failure,Correct,1,0,814
CLS022,AWS01L02,SD372,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,Khoinhnn10,Design for failure,Correct,1,0,646
CLS022,AWS01L02,SD364,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,Minhnn30,Design for failure,Correct,1,0,881
CLS022,AWS01L02,SD365,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,Troinsnk1,Implement elasticity,Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q13,Q13,Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?,Implement automation,Design for agility,Design for failure,Implement elasticity,,,Design for failure,20,thuydt50,Design for agility,Incorrect,0,1,0
CLS022,AWS01L02,SD369,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,soimmt,A minimum of one,Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,Hoinsst,A minimum of two,Correct,1,0,762
CLS022,AWS01L02,SD367,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,hoivtt15,A minimum of two,Correct,1,0,618
CLS022,AWS01L02,SD370,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,Hooinspq1,,Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,Khoinhnn10,A minimum of three,Incorrect,0,1,0
CLS022,AWS01L02,SD364,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,Minhnn30,A minimum of two,Correct,1,0,950
CLS022,AWS01L02,SD365,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,Troinsnk1,A minimum of two,Correct,1,0,855
CLS022,AWS01L02,SD368,AWS01L02Q14,Q14,How many Availability Zones should compute resources be provisioned across to achieve high availability,A minimum of one,A minimum of three,A minimum of two,A minimum of four or more,,,A minimum of two,20,thuydt50,A minimum of two,Correct,1,0,825
CLS022,AWS01L02,SD369,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,soimmt,"Delivering content closer to users, Sending notification messages to end users",Incorrect,0,1,0
CLS022,AWS01L02,SD366,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,Hoinsst,"Hosting applications, Reducing traffic on the server by caching responses",Incorrect,0,1,0
CLS022,AWS01L02,SD367,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,hoivtt15,"Delivering content closer to users, Sending notification messages to end users",Incorrect,0,1,0
CLS022,AWS01L02,SD370,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,Hooinspq1,"Running NoSQL database caching services, Reducing traffic on the server by caching responses",Incorrect,0,1,0
CLS022,AWS01L02,SD372,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,Khoinhnn10,"Running NoSQL database caching services, Sending notification messages to end users",Incorrect,0,1,0
CLS022,AWS01L02,SD364,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,Minhnn30,"Delivering content closer to users, Sending notification messages to end users",Incorrect,0,1,0
CLS022,AWS01L02,SD365,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,Troinsnk1,"Reducing traffic on the server by caching responses, Sending notification messages to end users",Incorrect,0,1,0
CLS022,AWS01L02,SD368,AWS01L02Q15,Q15,What can AWS edge locations be used for? (Choose two.),Hosting applications,Delivering content closer to users,Running NoSQL database caching services,Reducing traffic on the server by caching responses,Sending notification messages to end users,,"Delivering content closer to users, Reducing traffic on the server by caching responses",30,thuydt50,"Delivering content closer to users, Reducing traffic on the server by caching responses",Correct,1,0,1692
CLS022,AWS01L03,SD369,AWS01L03Q1,Q1,Which of the following is false about Network?,G?m nhi?u thi?t b? liên k?t v?i nhau,Có th? liên k?t gi?a nhi?u lãnh th? trên th? gi?i,Có kh? n?ng trao ??i thông tin và giao ti?p v?i nhau,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",,,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",20,soimmt,Có th? liên k?t gi?a nhi?u lãnh th? trên th? gi?i,Incorrect,0,1,0
CLS022,AWS01L03,SD370,AWS01L03Q1,Q1,Which of the following is false about Network?,G?m nhi?u thi?t b? liên k?t v?i nhau,Có th? liên k?t gi?a nhi?u lãnh th? trên th? gi?i,Có kh? n?ng trao ??i thông tin và giao ti?p v?i nhau,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",,,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",20,Hooinspq1,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",Correct,1,0,867
CLS022,AWS01L03,SD372,AWS01L03Q1,Q1,Which of the following is false about Network?,G?m nhi?u thi?t b? liên k?t v?i nhau,Có th? liên k?t gi?a nhi?u lãnh th? trên th? gi?i,Có kh? n?ng trao ??i thông tin và giao ti?p v?i nhau,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",,,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",20,Khoinhnn10,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",Correct,1,0,721
CLS022,AWS01L03,SD371,AWS01L03Q1,Q1,Which of the following is false about Network?,G?m nhi?u thi?t b? liên k?t v?i nhau,Có th? liên k?t gi?a nhi?u lãnh th? trên th? gi?i,Có kh? n?ng trao ??i thông tin và giao ti?p v?i nhau,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",,,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",20,Luoitnt4,"Ch? áp d?ng cho m?ng n?i b? h?p (cùng công ty, khu v?c...)",Correct,1,0,828
